6,57699,0.600000
7,18858,0.800000
8,20644,0.800000
8,43310,0.800000
9,33430,0.800000
11,12145,0.800000
11,12913,0.600000
11,12920,1.000000
11,14277,0.800000
11,14506,0.800000
11,14889,1.000000
11,15154,0.700000
11,16476,0.900000
11,18181,1.000000
11,18874,1.000000
11,19439,1.000000
11,20642,0.800000
11,20644,0.800000
11,20645,1.000000
11,22059,0.800000
11,23076,1.000000
11,24147,0.900000
11,24251,1.000000
11,25318,0.800000
11,26736,1.000000
11,27673,1.000000
11,2776,0.800000
11,28967,0.900000
11,30655,0.900000
11,31024,0.800000
11,31176,0.700000
11,3135,0.500000
11,34061,0.900000
11,35264,1.000000
11,35931,1.000000
11,36449,0.800000
11,39993,0.900000
11,40134,1.000000
11,41554,0.400000
11,41556,0.900000
11,43529,1.000000
11,44216,0.800000
11,44923,0.600000
11,45119,0.700000
11,46995,0.200000
11,49266,1.000000
11,49294,0.600000
11,494,0.600000
11,49704,1.000000
11,50533,0.600000
11,51694,0.900000
11,52351,1.000000
11,53674,1.000000
11,53927,1.000000
11,53968,0.900000
11,54146,1.000000
11,55388,1.000000
11,55390,1.000000
11,56558,1.000000
11,56615,1.000000
11,56916,1.000000
11,59471,0.900000
11,62460,0.700000
11,64182,0.500000
11,65341,1.000000
11,65502,0.800000
11,6616,1.000000
11,6632,0.200000
11,7214,0.700000
12,22450,0.900000
12,24631,1.000000
12,29730,1.000000
12,4,0.900000
12,46209,1.000000
12,58133,0.900000
12,60596,1.000000
12,8270,1.000000
15,62530,0.700000
19,15959,1.000000
19,20380,0.800000
19,26642,0.900000
19,32916,0.900000
19,34061,0.700000
19,35370,0.600000
19,45119,0.800000
19,45476,1.000000
19,47408,0.700000
19,52147,0.700000
19,58804,0.500000
19,6210,0.700000
19,62462,0.900000
19,62463,0.800000
19,7877,0.600000
19,9180,0.900000
19,926,1.000000
19,9951,0.900000
20,61649,0.800000
20,62530,0.700000
24,43529,1.000000
24,60624,0.700000
25,23752,0.600000
25,62530,0.600000
26,18330,1.000000
26,54336,0.800000
45,35996,0.600000
45,3801,0.600000
45,53421,0.700000
48,10290,0.500000
48,12048,1.000000
48,14467,0.900000
48,15944,0.300000
48,17015,0.700000
48,17422,0.900000
48,17474,0.600000
48,19787,0.800000
48,20645,1.000000
48,20865,0.800000
48,21317,0.500000
48,22013,0.800000
48,23411,0.800000
48,23791,0.800000
48,23831,1.000000
48,25422,0.700000
48,25698,1.000000
48,26405,0.900000
48,30976,1.000000
48,31831,0.900000
48,31832,0.900000
48,34061,0.600000
48,35415,0.400000
48,36434,1.000000
48,3685,0.800000
48,38657,0.900000
48,39384,0.300000
48,39429,0.900000
48,3953,0.800000
48,42302,1.000000
48,4254,0.400000
48,4329,0.800000
48,43529,0.900000
48,46191,0.800000
48,46658,0.700000
48,47207,0.700000
48,4823,0.600000
48,49419,1.000000
48,49853,0.600000
48,5000,0.700000
48,50533,0.800000
48,52099,0.800000
48,52523,0.900000
48,53981,0.500000
48,54752,0.700000
48,55633,0.900000
48,55749,0.900000
48,56916,0.800000
48,5708,0.800000
48,5806,0.600000
48,5809,0.500000
48,58257,0.800000
48,59613,0.700000
48,60645,1.000000
48,60713,1.000000
48,61720,0.700000
48,62460,0.800000
48,62530,0.900000
48,64616,0.600000
48,6632,0.900000
48,9711,0.700000
49,18330,0.700000
49,27152,0.500000
49,60512,0.400000
56,3801,0.800000
59,57699,0.800000
60,100,0.500000
60,14897,0.800000
60,15002,0.200000
60,16245,0.700000
60,16839,0.800000
60,17971,0.800000
60,19726,0.800000
60,20642,0.800000
60,21576,0.800000
60,21577,0.700000
60,23465,0.800000
60,24147,0.800000
60,24251,0.700000
60,24297,0.800000
60,25050,0.700000
60,25423,0.700000
60,25424,0.500000
60,25644,0.800000
60,25674,0.700000
60,26656,0.700000
60,26736,0.600000
60,28315,0.700000
60,29730,0.800000
60,33072,0.800000
60,331,0.600000
60,33717,0.700000
60,34061,0.700000
60,36449,0.700000
60,36803,0.800000
60,39384,0.600000
60,39993,0.700000
60,40769,0.900000
60,40943,0.900000
60,41680,0.900000
60,4174,0.900000
60,42626,0.600000
60,43529,0.900000
60,44216,0.800000
60,45119,0.700000
60,45476,0.800000
60,46659,0.700000
60,47150,0.700000
60,47246,0.700000
60,47429,0.700000
60,47646,0.800000
60,4770,0.800000
60,48126,0.700000
60,48925,0.800000
60,49294,0.700000
60,49415,0.900000
60,49948,0.700000
60,51471,0.700000
60,51651,0.800000
60,5266,0.600000
60,52826,0.800000
60,53989,0.600000
60,54776,0.800000
60,56256,0.600000
60,56558,0.700000
60,57262,0.600000
60,5808,0.700000
60,58804,0.700000
60,59471,0.600000
60,6052,0.700000
60,6074,0.800000
60,61649,0.600000
60,62460,0.700000
60,63296,0.700000
60,64077,0.700000
60,64721,0.700000
60,6474,0.900000
60,65230,0.800000
60,65516,0.600000
60,6616,0.700000
60,66499,0.800000
60,8039,0.700000
60,8545,0.500000
60,9180,0.700000
60,926,0.600000
61,16713,0.900000
61,16969,1.000000
61,20380,1.000000
61,44142,0.900000
69,10576,1.000000
69,15535,1.000000
69,16190,0.500000
69,16797,0.500000
69,21577,0.900000
69,23059,1.000000
69,23457,0.900000
69,3593,1.000000
69,42011,0.800000
69,43528,0.900000
69,45688,1.000000
69,46209,0.800000
69,47246,0.500000
69,47501,0.800000
69,47617,1.000000
69,49947,1.000000
69,50010,0.900000
69,50360,1.000000
69,51186,0.900000
69,52672,0.800000
69,56615,0.800000
69,57847,1.000000
69,5884,1.000000
69,59842,0.800000
69,60864,1.000000
69,7011,1.000000
69,8040,1.000000
69,8567,0.300000
70,43529,0.700000
74,15181,0.800000
74,21143,0.400000
74,24010,1.000000
74,53674,1.000000
74,65255,0.900000
74,9137,1.000000
84,10080,1.000000
84,10295,1.000000
84,10490,1.000000
84,10568,1.000000
84,10762,1.000000
84,10991,0.900000
84,11060,1.000000
84,1110,0.800000
84,11322,0.600000
84,11540,1.000000
84,11656,1.000000
84,11657,0.900000
84,12048,1.000000
84,12210,0.900000
84,12504,1.000000
84,12617,0.900000
84,12662,1.000000
84,13095,1.000000
84,13147,0.900000
84,1321,1.000000
84,1348,0.900000
84,13824,1.000000
84,13863,1.000000
84,14057,0.900000
84,14219,0.400000
84,1435,0.900000
84,14524,0.700000
84,1465,0.900000
84,14815,1.000000
84,15154,0.900000
84,15162,1.000000
