54,39,1.0
84,2040,1.0
52,1540,1.0
54,1624,0.917108114417
52,1059,0.983022971894
54,1622,1.0
54,1621,1.0
21,112,1.0
54,1620,1.0
54,1619,1.0
52,652,0.92657123318
74,2012,1.0
54,110,1.0
54,1388,1.0
52,449,1.0
54,989,1.0
52,318,0.961687411456
21,161,0.974341450495
68,1873,1.0
10,357,0.875
22,804,1.0
2,35,1.0
68,1872,1.0
23,907,1.0
8,130,0.99577658572
63,1236,0.92657123318
21,697,1.0
29,1116,1.0
28,179,0.999317808349
91,1740,0.996301309523
68,967,1.0
89,1117,0.595
30,1131,1.0
83,525,0.917108114417
73,102,0.875
37,1344,0.595
15,525,1.0
79,1750,0.875
8,335,0.981245223047
73,344,0.9375
21,696,1.0
74,217,0.9352
65,299,0.595
38,1356,1.0
93,561,0.999428902135
68,117,1.0
89,1518,1.0
87,1247,1.0
68,1871,1.0
67,1809,1.0
23,443,1.0
73,724,0.875
54,346,1.0
52,1240,1.0
54,357,1.0
74,124,0.966336385396
54,1626,1.0
52,1044,1.0
54,1625,1.0
74,1469,1.0
52,649,0.978007373709
54,1629,1.0
30,1164,1.0
52,443,0.953340547254
83,182,0.999064345314
93,21,0.99884971973
74,235,1.0
65,108,0.978230633957
84,102,1.0
63,1240,0.969139931216
68,382,1.0
9,344,0.960912641675
70,119,1.0
54,1628,1.0
93,1124,0.969617380617
29,1117,1.0
87,1771,0.906758517284
12,404,0.875
85,190,1.0
38,1357,1.0
51,1532,1.0
89,2255,1.0
65,557,0.915965
72,1317,0.999984351323
23,908,1.0
52,1543,1.0
75,261,1.0
40,107,0.9375
93,645,0.983853464305
15,526,1.0
54,1502,1.0
69,388,0.999724257921
64,1763,1.0
2,37,1.0
46,1497,0.995792743693
37,1348,0.875
93,1166,0.8285
79,1740,1.0
54,1630,1.0
63,34,0.986635535504
93,373,0.998408275974
87,119,0.9375
22,806,1.0
75,1317,1.0
85,615,0.895468735763
46,1277,0.895468735763
86,112,0.999675446113
40,478,0.999164431896
93,1036,0.983022971894
17,593,0.984658019176
83,1658,1.0
89,467,0.998577225362
65,288,0.8285
68,1874,1.0
54,513,1.0
22,474,1.0
75,516,0.971694748335
17,592,0.917108114417
69,1939,1.0
23,342,0.979563974874
82,38,0.988575484395
83,2104,0.984658019176
93,235,0.99828557029
36,1340,1.0
93,941,0.940569094765
21,704,1.0
2,38,0.96875
79,161,1.0
64,611,0.989118493401
51,130,1.0
91,2313,1.0
12,235,0.997807798336
93,2048,0.875
82,503,0.977303958257
89,1229,0.595
54,1631,1.0
74,179,1.0
67,1812,1.0
12,320,1.0
93,288,0.986922150536
73,504,0.984658019176
21,467,0.993092919991
93,35,0.953340547254
83,298,1.0
69,146,1.0
35,1324,1.0
30,813,1.0
12,407,1.0
16,46,0.827258641975
68,1877,1.0
54,1071,1.0
22,807,1.0
75,664,0.875
23,911,1.0
32,1234,1.0
9,345,0.984658019176
21,702,0.9602465
19,652,1.0
21,707,1.0
91,2314,1.0
69,1940,1.0
12,411,1.0
54,612,1.0
36,255,0.906758517284
55,235,1.0
64,1710,1.0
89,228,0.875
30,1167,1.0
74,586,0.919554938272
55,1538,1.0
8,77,0.917108114417
74,2017,1.0
29,928,0.595
21,706,1.0
67,1813,1.0
93,342,0.99710579247
37,1039,0.875
75,985,1.0
9,346,0.980156867361
72,655,0.991207394151
16,39,1.0
91,309,0.906758517284
86,556,0.875
2,39,0.96875
23,207,1.0
93,14,0.999260473252
21,114,1.0
22,810,1.0
65,155,0.827258641975
68,1880,1.0
63,1067,1.0
54,1566,1.0
72,1008,1.0
40,118,0.996322269589
56,1682,1.0
89,2151,1.0
93,252,0.999274387203
74,951,0.8285
5,255,1.0
53,1399,0.9375
79,1469,1.0
82,1469,1.0
65,726,0.875
37,207,0.96875
89,152,0.997848969075
15,344,0.984939430539
55,613,0.980763932001
86,2062,1.0
54,1632,1.0
2,41,1.0
33,130,0.994541730495
64,1016,0.917108114417
79,2151,0.8285
82,1065,1.0
93,211,0.999996485031
21,404,0.875
37,1352,0.875
35,325,0.917108114417
9,347,0.984658019176
55,1670,1.0
93,217,0.98371455883
54,388,1.0
64,95,0.906758517284
68,167,1.0
72,645,1.0
29,448,0.6355
12,412,1.0
54,1497,1.0
1,6,1.0
33,342,1.0
64,1733,0.92657123318
40,578,0.875
93,497,0.999583492014
36,182,0.999560093647
92,1915,0.906758517284
72,1679,0.895468735763
30,1171,1.0
74,237,1.0
69,389,0.983022971894
33,1245,1.0
91,947,0.987858218387
86,138,1.0
67,146,1.0
70,298,0.984375
23,912,1.0
17,322,0.917108114417
74,902,1.0
21,711,1.0
41,927,0.883183484248
37,211,0.980694614584
75,667,1.0
23,252,1.0
74,211,1.0
24,925,0.975559190656
67,158,0.999398396234
64,373,0.999114150757
2,42,0.875
65,1307,0.9352
84,2192,1.0
63,1064,1.0
33,1243,1.0
75,2095,1.0
32,1235,1.0
74,613,1.0
93,152,0.945590676898
33,1242,1.0
16,118,0.919554938272
8,340,0.966158978357
40,119,0.974054682671
82,947,1.0
63,182,0.999786032314
35,1325,1.0
75,685,0.996632276613
21,714,1.0
53,1392,0.875
12,416,1.0
23,513,1.0
54,1636,1.0
12,415,1.0
72,79,0.875
89,2257,1.0
54,1635,1.0
82,902,1.0
22,815,1.0
23,913,1.0
33,211,0.999999782426
